--------------------- capital-common-countries.txt---------------------

--------------------- capital-world.txt---------------------
Bamako Mali (Havana)? : Cuba
flying flew (generating)? : generated
flying flew (hitting)? : hit
flying flew (implementing)? : implemented
flying flew (increasing)? : increased
flying flew (listening)? : listened
flying flew (playing)? : played
flying flew (sitting)? : sat
flying flew (taking)? : took
flying flew (vanishing)? : vanished
flying flew (dancing)? : danced
flying flew (decreasing)? : decreased
flying flew (describing)? : described
flying flew (enhancing)? : enhanced
generating generated (hiding)? : hid
generating generated (increasing)? : increased
generating generated (looking)? : looked
generating generated (paying)? : paid
generating generated (playing)? : played
generating generated (running)? : ran
generating generated (selling)? : sold
generating generated (sitting)? : sat
generating generated (spending)? : spent
generating generated (taking)? : took
generating generated (vanishing)? : vanished
generating generated (walking)? : walked
generating generated (dancing)? : danced
generating generated (decreasing)? : decreased
generating generated (describing)? : described
generating generated (enhancing)? : enhanced
generating generated (falling)? : fell
going went (hitting)? : hit
going went (implementing)? : implemented
going went (increasing)? : increased
going went (listening)? : listened
going went (paying)? : paid
going went (playing)? : played
going went (reading)? : read
going went (running)? : ran
going went (sitting)? : sat
going went (taking)? : took
going went (vanishing)? : vanished
going went (dancing)? : danced
going went (decreasing)? : decreased
going went (describing)? : described
going went (enhancing)? : enhanced
hiding hid (implementing)? : implemented
hiding hid (increasing)? : increased
hiding hid (listening)? : listened
hiding hid (looking)? : looked
hiding hid (playing)? : played
hiding hid (reading)? : read
hiding hid (running)? : ran
hiding hid (sitting)? : sat
hiding hid (slowing)? : slowed
hiding hid (spending)? : spent
hiding hid (taking)? : took
hiding hid (vanishing)? : vanished
hiding hid (dancing)? : danced
hiding hid (decreasing)? : decreased
hiding hid (describing)? : described
hiding hid (enhancing)? : enhanced
hiding hid (generating)? : generated
hitting hit (increasing)? : increased
hitting hit (listening)? : listened
hitting hit (paying)? : paid
hitting hit (playing)? : played
hitting hit (running)? : ran
hitting hit (sitting)? : sat
hitting hit (slowing)? : slowed
hitting hit (spending)? : spent
hitting hit (taking)? : took
hitting hit (vanishing)? : vanished
hitting hit (dancing)? : danced
hitting hit (decreasing)? : decreased
hitting hit (describing)? : described
hitting hit (enhancing)? : enhanced
implementing implemented (increasing)? : increased
implementing implemented (looking)? : looked
implementing implemented (paying)? : paid
implementing implemented (playing)? : played
implementing implemented (running)? : ran
implementing implemented (sitting)? : sat
implementing implemented (slowing)? : slowed
implementing implemented (spending)? : spent
implementing implemented (taking)? : took
implementing implemented (vanishing)? : vanished
implementing implemented (walking)? : walked
implementing implemented (dancing)? : danced
implementing implemented (decreasing)? : decreased
implementing implemented (describing)? : described
implementing implemented (falling)? : fell
increasing increased (listening)? : listened
increasing increased (paying)? : paid
increasing increased (playing)? : played
increasing increased (reading)? : read
increasing increased (running)? : ran
increasing increased (sitting)? : sat
increasing increased (slowing)? : slowed
increasing increased (spending)? : spent
increasing increased (taking)? : took
increasing increased (vanishing)? : vanished
increasing increased (dancing)? : danced
increasing increased (describing)? : described
increasing increased (enhancing)? : enhanced
increasing increased (generating)? : generated
increasing increased (hiding)? : hid
increasing increased (hitting)? : hit
increasing increased (implementing)? : implemented
jumping jumped (playing)? : played
jumping jumped (slowing)? : slowed
jumping jumped (spending)? : spent
jumping jumped (taking)? : took
jumping jumped (dancing)? : danced
jumping jumped (decreasing)? : decreased
jumping jumped (describing)? : described
jumping jumped (enhancing)? : enhanced
jumping jumped (generating)? : generated
jumping jumped (increasing)? : increased
knowing knew (listening)? : listened
knowing knew (playing)? : played
knowing knew (taking)? : took
knowing knew (dancing)? : danced
knowing knew (decreasing)? : decreased
knowing knew (enhancing)? : enhanced
knowing knew (generating)? : generated
knowing knew (implementing)? : implemented
knowing knew (increasing)? : increased
listening listened (looking)? : looked
listening listened (paying)? : paid
listening listened (playing)? : played
listening listened (reading)? : read
listening listened (running)? : ran
listening listened (sitting)? : sat
listening listened (slowing)? : slowed
listening listened (spending)? : spent
listening listened (taking)? : took
listening listened (vanishing)? : vanished
listening listened (dancing)? : danced
listening listened (decreasing)? : decreased
listening listened (describing)? : described
listening listened (enhancing)? : enhanced
listening listened (falling)? : fell
listening listened (hiding)? : hid
listening listened (implementing)? : implemented
listening listened (increasing)? : increased
looking looked (paying)? : paid
looking looked (playing)? : played
looking looked (running)? : ran
looking looked (sitting)? : sat
looking looked (slowing)? : slowed
looking looked (spending)? : spent
looking looked (taking)? : took
looking looked (vanishing)? : vanished
looking looked (dancing)? : danced
looking looked (describing)? : described
looking looked (enhancing)? : enhanced
looking looked (generating)? : generated
looking looked (hiding)? : hid
looking looked (implementing)? : implemented
looking looked (listening)? : listened
moving moved (playing)? : played
moving moved (sitting)? : sat
moving moved (taking)? : took
moving moved (dancing)? : danced
moving moved (decreasing)? : decreased
moving moved (describing)? : described
moving moved (generating)? : generated
moving moved (implementing)? : implemented
paying paid (playing)? : played
paying paid (reading)? : read
paying paid (running)? : ran
paying paid (sitting)? : sat
paying paid (slowing)? : slowed
paying paid (spending)? : spent
paying paid (taking)? : took
paying paid (vanishing)? : vanished
paying paid (walking)? : walked
paying paid (dancing)? : danced
paying paid (decreasing)? : decreased
paying paid (describing)? : described
paying paid (enhancing)? : enhanced
paying paid (falling)? : fell
paying paid (generating)? : generated
paying paid (hiding)? : hid
paying paid (implementing)? : implemented
paying paid (increasing)? : increased
paying paid (looking)? : looked
playing played (reading)? : read
playing played (running)? : ran
playing played (sitting)? : sat
playing played (slowing)? : slowed
playing played (spending)? : spent
playing played (taking)? : took
playing played (vanishing)? : vanished
playing played (walking)? : walked
playing played (dancing)? : danced
playing played (decreasing)? : decreased
playing played (describing)? : described
playing played (enhancing)? : enhanced
playing played (falling)? : fell
playing played (hiding)? : hid
playing played (hitting)? : hit
playing played (implementing)? : implemented
playing played (increasing)? : increased
playing played (listening)? : listened
playing played (looking)? : looked
playing played (paying)? : paid
predicting predicted (running)? : ran
predicting predicted (sitting)? : sat
predicting predicted (slowing)? : slowed
predicting predicted (spending)? : spent
predicting predicted (taking)? : took
predicting predicted (vanishing)? : vanished
predicting predicted (dancing)? : danced
predicting predicted (decreasing)? : decreased
predicting predicted (enhancing)? : enhanced
predicting predicted (hiding)? : hid
predicting predicted (looking)? : looked
predicting predicted (paying)? : paid
predicting predicted (playing)? : played
reading read (running)? : ran
reading read (sitting)? : sat
reading read (slowing)? : slowed
reading read (spending)? : spent
reading read (taking)? : took
reading read (vanishing)? : vanished
reading read (dancing)? : danced
reading read (decreasing)? : decreased
reading read (describing)? : described
reading read (enhancing)? : enhanced
reading read (falling)? : fell
reading read (increasing)? : increased
reading read (paying)? : paid
reading read (playing)? : played
running ran (sitting)? : sat
running ran (slowing)? : slowed
running ran (spending)? : spent
running ran (taking)? : took
running ran (vanishing)? : vanished
running ran (walking)? : walked
running ran (dancing)? : danced
running ran (decreasing)? : decreased
running ran (describing)? : described
running ran (enhancing)? : enhanced
running ran (hitting)? : hit
running ran (implementing)? : implemented
running ran (increasing)? : increased
running ran (looking)? : looked
running ran (paying)? : paid
running ran (playing)? : played
running ran (reading)? : read
saying said (sitting)? : sat
saying said (slowing)? : slowed
saying said (taking)? : took
saying said (dancing)? : danced
saying said (decreasing)? : decreased
saying said (enhancing)? : enhanced
saying said (generating)? : generated
saying said (implementing)? : implemented
saying said (increasing)? : increased
saying said (playing)? : played
saying said (running)? : ran
screaming screamed (selling)? : sold
screaming screamed (sitting)? : sat
screaming screamed (slowing)? : slowed
screaming screamed (spending)? : spent
screaming screamed (taking)? : took
screaming screamed (vanishing)? : vanished
screaming screamed (dancing)? : danced
screaming screamed (decreasing)? : decreased
screaming screamed (describing)? : described
screaming screamed (enhancing)? : enhanced
screaming screamed (falling)? : fell
screaming screamed (generating)? : generated
screaming screamed (hiding)? : hid
screaming screamed (hitting)? : hit
screaming screamed (implementing)? : implemented
screaming screamed (increasing)? : increased
screaming screamed (listening)? : listened
screaming screamed (looking)? : looked
screaming screamed (paying)? : paid
screaming screamed (playing)? : played
screaming screamed (reading)? : read
screaming screamed (running)? : ran
seeing saw (selling)? : sold
seeing saw (sitting)? : sat
seeing saw (spending)? : spent
seeing saw (vanishing)? : vanished
seeing saw (dancing)? : danced
seeing saw (decreasing)? : decreased
seeing saw (describing)? : described
seeing saw (enhancing)? : enhanced
seeing saw (generating)? : generated
seeing saw (increasing)? : increased
seeing saw (listening)? : listened
seeing saw (paying)? : paid
seeing saw (playing)? : played
seeing saw (reading)? : read
seeing saw (running)? : ran
selling sold (sitting)? : sat
selling sold (slowing)? : slowed
selling sold (taking)? : took
selling sold (vanishing)? : vanished
selling sold (walking)? : walked
selling sold (dancing)? : danced
selling sold (decreasing)? : decreased
selling sold (describing)? : described
selling sold (generating)? : generated
selling sold (hitting)? : hit
selling sold (implementing)? : implemented
selling sold (increasing)? : increased
selling sold (listening)? : listened
selling sold (paying)? : paid
selling sold (playing)? : played
selling sold (running)? : ran
shrinking shrank (sitting)? : sat
shrinking shrank (slowing)? : slowed
shrinking shrank (spending)? : spent
shrinking shrank (taking)? : took
shrinking shrank (vanishing)? : vanished
shrinking shrank (dancing)? : danced
shrinking shrank (decreasing)? : decreased
shrinking shrank (describing)? : described
shrinking shrank (enhancing)? : enhanced
shrinking shrank (generating)? : generated
shrinking shrank (implementing)? : implemented
shrinking shrank (increasing)? : increased
shrinking shrank (looking)? : looked
shrinking shrank (playing)? : played
shrinking shrank (reading)? : read
shrinking shrank (running)? : ran
shrinking shrank (selling)? : sold
singing sang (sitting)? : sat
singing sang (slowing)? : slowed
singing sang (spending)? : spent
singing sang (taking)? : took
singing sang (vanishing)? : vanished
singing sang (dancing)? : danced
singing sang (decreasing)? : decreased
singing sang (describing)? : described
singing sang (enhancing)? : enhanced
singing sang (generating)? : generated
singing sang (implementing)? : implemented
singing sang (increasing)? : increased
singing sang (listening)? : listened
singing sang (looking)? : looked
singing sang (paying)? : paid
singing sang (playing)? : played
singing sang (reading)? : read
singing sang (running)? : ran
sitting sat (slowing)? : slowed
sitting sat (spending)? : spent
sitting sat (taking)? : took
sitting sat (vanishing)? : vanished
sitting sat (dancing)? : danced
sitting sat (decreasing)? : decreased
sitting sat (describing)? : described
sitting sat (enhancing)? : enhanced
sitting sat (falling)? : fell
sitting sat (generating)? : generated
sitting sat (implementing)? : implemented
sitting sat (increasing)? : increased
sitting sat (listening)? : listened
sitting sat (looking)? : looked
sitting sat (moving)? : moved
sitting sat (paying)? : paid
sitting sat (playing)? : played
sitting sat (reading)? : read
sitting sat (running)? : ran
sleeping slept (slowing)? : slowed
sleeping slept (taking)? : took
sleeping slept (decreasing)? : decreased
sleeping slept (increasing)? : increased
sleeping slept (playing)? : played
sleeping slept (running)? : ran
sleeping slept (sitting)? : sat
slowing slowed (spending)? : spent
slowing slowed (taking)? : took
slowing slowed (vanishing)? : vanished
slowing slowed (dancing)? : danced
slowing slowed (decreasing)? : decreased
slowing slowed (describing)? : described
slowing slowed (hiding)? : hid
slowing slowed (listening)? : listened
slowing slowed (paying)? : paid
slowing slowed (playing)? : played
slowing slowed (reading)? : read
slowing slowed (running)? : ran
slowing slowed (sitting)? : sat
spending spent (taking)? : took
spending spent (vanishing)? : vanished
spending spent (dancing)? : danced
spending spent (decreasing)? : decreased
spending spent (describing)? : described
spending spent (enhancing)? : enhanced
spending spent (falling)? : fell
spending spent (generating)? : generated
spending spent (hitting)? : hit
spending spent (implementing)? : implemented
spending spent (increasing)? : increased
spending spent (listening)? : listened
spending spent (looking)? : looked
spending spent (paying)? : paid
spending spent (playing)? : played
spending spent (running)? : ran
spending spent (sitting)? : sat
spending spent (slowing)? : slowed
striking struck (dancing)? : danced
striking struck (decreasing)? : decreased
striking struck (describing)? : described
striking struck (enhancing)? : enhanced
striking struck (implementing)? : implemented
striking struck (increasing)? : increased
striking struck (playing)? : played
striking struck (reading)? : read
striking struck (spending)? : spent
swimming swam (taking)? : took
swimming swam (describing)? : described
swimming swam (increasing)? : increased
swimming swam (playing)? : played
swimming swam (spending)? : spent
taking took (vanishing)? : vanished
taking took (dancing)? : danced
taking took (decreasing)? : decreased
taking took (describing)? : described
taking took (enhancing)? : enhanced
taking took (generating)? : generated
taking took (implementing)? : implemented
taking took (increasing)? : increased
taking took (listening)? : listened
taking took (looking)? : looked
taking took (paying)? : paid
taking took (playing)? : played
taking took (reading)? : read
taking took (running)? : ran
taking took (sitting)? : sat
taking took (slowing)? : slowed
taking took (spending)? : spent
thinking thought (vanishing)? : vanished
thinking thought (dancing)? : danced
thinking thought (enhancing)? : enhanced
thinking thought (implementing)? : implemented
thinking thought (increasing)? : increased
thinking thought (looking)? : looked
thinking thought (paying)? : paid
thinking thought (playing)? : played
thinking thought (reading)? : read
thinking thought (running)? : ran
thinking thought (sitting)? : sat
thinking thought (slowing)? : slowed
thinking thought (spending)? : spent
thinking thought (taking)? : took
vanishing vanished (dancing)? : danced
vanishing vanished (decreasing)? : decreased
vanishing vanished (describing)? : described
vanishing vanished (enhancing)? : enhanced
vanishing vanished (generating)? : generated
vanishing vanished (implementing)? : implemented
vanishing vanished (increasing)? : increased
vanishing vanished (looking)? : looked
vanishing vanished (paying)? : paid
vanishing vanished (playing)? : played
vanishing vanished (reading)? : read
vanishing vanished (running)? : ran
vanishing vanished (sitting)? : sat
vanishing vanished (slowing)? : slowed
vanishing vanished (taking)? : took
walking walked (dancing)? : danced
walking walked (decreasing)? : decreased
walking walked (describing)? : described
walking walked (enhancing)? : enhanced
walking walked (generating)? : generated
walking walked (implementing)? : implemented
walking walked (increasing)? : increased
walking walked (paying)? : paid
walking walked (playing)? : played
walking walked (running)? : ran
walking walked (sitting)? : sat
walking walked (taking)? : took
walking walked (vanishing)? : vanished
writing wrote (dancing)? : danced
writing wrote (decreasing)? : decreased
writing wrote (enhancing)? : enhanced
writing wrote (feeding)? : fed
writing wrote (implementing)? : implemented
writing wrote (increasing)? : increased
writing wrote (playing)? : played
writing wrote (running)? : ran
writing wrote (slowing)? : slowed
writing wrote (vanishing)? : vanished

--------------------- gram8-plural.txt---------------------
banana bananas (bird)? : birds
banana bananas (bottle)? : bottles
banana bananas (building)? : buildings
banana bananas (car)? : cars
banana bananas (cat)? : cats
banana bananas (child)? : children
banana bananas (cloud)? : clouds
banana bananas (color)? : colors
banana bananas (computer)? : computers
banana bananas (cow)? : cows
banana bananas (dog)? : dogs
banana bananas (dollar)? : dollars
banana bananas (dream)? : dreams
banana bananas (elephant)? : elephants
banana bananas (eye)? : eyes
banana bananas (finger)? : fingers
banana bananas (goat)? : goats
banana bananas (hand)? : hands
banana bananas (horse)? : horses
banana bananas (lion)? : lions
banana bananas (machine)? : machines
banana bananas (monkey)? : monkeys
banana bananas (mouse)? : mice
banana bananas (onion)? : onions
banana bananas (pear)? : pears
banana bananas (pig)? : pigs
banana bananas (rat)? : rats
banana bananas (road)? : roads
banana bananas (snake)? : snakes
bird birds (bottle)? : bottles
bird birds (car)? : cars
bird birds (cat)? : cats
bird birds (child)? : children
bird birds (cloud)? : clouds
bird birds (color)? : colors
bird birds (cow)? : cows
bird birds (dog)? : dogs
bird birds (dollar)? : dollars
bird birds (dream)? : dreams
bird birds (elephant)? : elephants
bird birds (eye)? : eyes
bird birds (finger)? : fingers
bird birds (goat)? : goats
bird birds (hand)? : hands
bird birds (horse)? : horses
bird birds (lion)? : lions
bird birds (machine)? : machines
bird birds (monkey)? : monkeys
bird birds (onion)? : onions
bird birds (pear)? : pears
bird birds (pig)? : pigs
bird birds (road)? : roads
bird birds (snake)? : snakes
bird birds (banana)? : bananas
bottle bottles (car)? : cars
bottle bottles (cat)? : cats
bottle bottles (child)? : children
bottle bottles (cloud)? : clouds
bottle bottles (color)? : colors
bottle bottles (computer)? : computers
bottle bottles (cow)? : cows
bottle bottles (dog)? : dogs
bottle bottles (dollar)? : dollars
bottle bottles (dream)? : dreams
bottle bottles (elephant)? : elephants
bottle bottles (eye)? : eyes
bottle bottles (finger)? : fingers
bottle bottles (goat)? : goats
bottle bottles (hand)? : hands
bottle bottles (horse)? : horses
bottle bottles (lion)? : lions
bottle bottles (machine)? : machines
bottle bottles (monkey)? : monkeys
bottle bottles (mouse)? : mice
bottle bottles (onion)? : onions
bottle bottles (pear)? : pears
bottle bottles (pig)? : pigs
bottle bottles (rat)? : rats
bottle bottles (road)? : roads
bottle bottles (snake)? : snakes
bottle bottles (banana)? : bananas
bottle bottles (bird)? : birds
building buildings (car)? : cars
building buildings (cat)? : cats
building buildings (child)? : children
building buildings (cloud)? : clouds
building buildings (color)? : colors
building buildings (computer)? : computers
building buildings (cow)? : cows
building buildings (dog)? : dogs
building buildings (dollar)? : dollars
building buildings (dream)? : dreams
building buildings (elephant)? : elephants
building buildings (eye)? : eyes
building buildings (finger)? : fingers
building buildings (goat)? : goats
building buildings (hand)? : hands
building buildings (horse)? : horses
building buildings (lion)? : lions
building buildings (machine)? : machines
building buildings (monkey)? : monkeys
building buildings (mouse)? : mice
building buildings (onion)? : onions
building buildings (pear)? : pears
building buildings (pig)? : pigs
building buildings (snake)? : snakes
building buildings (banana)? : bananas
building buildings (bird)? : birds
building buildings (bottle)? : bottles
car cars (cat)? : cats
car cars (cloud)? : clouds
car cars (color)? : colors
car cars (cow)? : cows
car cars (dog)? : dogs
car cars (dollar)? : dollars
car cars (dream)? : dreams
car cars (elephant)? : elephants
car cars (eye)? : eyes
car cars (finger)? : fingers
car cars (goat)? : goats
car cars (hand)? : hands
car cars (horse)? : horses
car cars (lion)? : lions
car cars (machine)? : machines
car cars (monkey)? : monkeys
car cars (mouse)? : mice
car cars (onion)? : onions
car cars (pear)? : pears
car cars (pig)? : pigs
car cars (road)? : roads
car cars (snake)? : snakes
car cars (banana)? : bananas
car cars (bird)? : birds
car cars (bottle)? : bottles
cat cats (color)? : colors
cat cats (cow)? : cows
cat cats (dog)? : dogs
cat cats (dream)? : dreams
cat cats (elephant)? : elephants
cat cats (eye)? : eyes
cat cats (finger)? : fingers
cat cats (goat)? : goats
cat cats (hand)? : hands
cat cats (horse)? : horses
cat cats (lion)? : lions
cat cats (machine)? : machines
cat cats (monkey)? : monkeys
cat cats (mouse)? : mice
cat cats (onion)? : onions
cat cats (pear)? : pears
cat cats (pig)? : pigs
cat cats (road)? : roads
cat cats (snake)? : snakes
cat cats (banana)? : bananas
cat cats (bird)? : birds
cat cats (bottle)? : bottles
cat cats (car)? : cars
child children (cloud)? : clouds
child children (color)? : colors
child children (cow)? : cows
child children (dog)? : dogs
child children (dream)? : dreams
child children (elephant)? : elephants
child children (eye)? : eyes
child children (finger)? : fingers
child children (goat)? : goats
child children (hand)? : hands
child children (horse)? : horses
child children (lion)? : lions
child children (machine)? : machines
child children (monkey)? : monkeys
child children (mouse)? : mice
child children (onion)? : onions
child children (pear)? : pears
child children (road)? : roads
child children (snake)? : snakes
child children (banana)? : bananas
child children (bird)? : birds
child children (bottle)? : bottles
child children (car)? : cars
child children (cat)? : cats
cloud clouds (color)? : colors
cloud clouds (cow)? : cows
cloud clouds (dog)? : dogs
cloud clouds (dollar)? : dollars
cloud clouds (dream)? : dreams
cloud clouds (elephant)? : elephants
cloud clouds (eye)? : eyes
cloud clouds (finger)? : fingers
cloud clouds (goat)? : goats
cloud clouds (hand)? : hands
cloud clouds (horse)? : horses
cloud clouds (lion)? : lions
cloud clouds (machine)? : machines
cloud clouds (monkey)? : monkeys
cloud clouds (mouse)? : mice
cloud clouds (onion)? : onions
cloud clouds (pear)? : pears
cloud clouds (pig)? : pigs
cloud clouds (road)? : roads
cloud clouds (snake)? : snakes
cloud clouds (banana)? : bananas
cloud clouds (bird)? : birds
cloud clouds (bottle)? : bottles
cloud clouds (building)? : buildings
cloud clouds (car)? : cars
cloud clouds (cat)? : cats
color colors (computer)? : computers
color colors (cow)? : cows
color colors (dog)? : dogs
color colors (dollar)? : dollars
color colors (dream)? : dreams
color colors (elephant)? : elephants
color colors (eye)? : eyes
color colors (finger)? : fingers
color colors (goat)? : goats
color colors (hand)? : hands
color colors (horse)? : horses
color colors (lion)? : lions
color colors (machine)? : machines
color colors (monkey)? : monkeys
color colors (mouse)? : mice
color colors (onion)? : onions
color colors (pear)? : pears
color colors (pig)? : pigs
color colors (road)? : roads
color colors (snake)? : snakes
color colors (banana)? : bananas
color colors (bird)? : birds
color colors (bottle)? : bottles
color colors (car)? : cars
color colors (cat)? : cats
color colors (child)? : children
color colors (cloud)? : clouds
computer computers (cow)? : cows
computer computers (dog)? : dogs
computer computers (dollar)? : dollars
computer computers (dream)? : dreams
computer computers (elephant)? : elephants
computer computers (eye)? : eyes
computer computers (finger)? : fingers
computer computers (goat)? : goats
computer computers (hand)? : hands
computer computers (horse)? : horses
computer computers (lion)? : lions
computer computers (machine)? : machines
computer computers (monkey)? : monkeys
computer computers (onion)? : onions
computer computers (pear)? : pears
computer computers (pig)? : pigs
computer computers (road)? : roads
computer computers (snake)? : snakes
computer computers (banana)? : bananas
computer computers (bird)? : birds
computer computers (bottle)? : bottles
computer computers (building)? : buildings
computer computers (car)? : cars
computer computers (cat)? : cats
computer computers (child)? : children
computer computers (cloud)? : clouds
computer computers (color)? : colors
cow cows (dog)? : dogs
cow cows (dollar)? : dollars
cow cows (dream)? : dreams
cow cows (elephant)? : elephants
cow cows (eye)? : eyes
cow cows (finger)? : fingers
cow cows (goat)? : goats
cow cows (hand)? : hands
cow cows (horse)? : horses
cow cows (lion)? : lions
cow cows (machine)? : machines
cow cows (monkey)? : monkeys
cow cows (mouse)? : mice
cow cows (onion)? : onions
cow cows (pear)? : pears
cow cows (pig)? : pigs
cow cows (rat)? : rats
cow cows (road)? : roads
cow cows (snake)? : snakes
cow cows (banana)? : bananas
cow cows (bird)? : birds
cow cows (bottle)? : bottles
cow cows (building)? : buildings
cow cows (car)? : cars
cow cows (cat)? : cats
cow cows (child)? : children
cow cows (cloud)? : clouds
cow cows (color)? : colors
dog dogs (dollar)? : dollars
dog dogs (dream)? : dreams
dog dogs (elephant)? : elephants
dog dogs (eye)? : eyes
dog dogs (finger)? : fingers
dog dogs (goat)? : goats
dog dogs (hand)? : hands
dog dogs (horse)? : horses
dog dogs (lion)? : lions
dog dogs (machine)? : machines
dog dogs (monkey)? : monkeys
dog dogs (mouse)? : mice
dog dogs (onion)? : onions
dog dogs (pear)? : pears
dog dogs (pig)? : pigs
dog dogs (road)? : roads
dog dogs (snake)? : snakes
dog dogs (banana)? : bananas
dog dogs (bird)? : birds
dog dogs (bottle)? : bottles
dog dogs (car)? : cars
dog dogs (cat)? : cats
dog dogs (child)? : children
dog dogs (color)? : colors
dog dogs (cow)? : cows
dollar dollars (dream)? : dreams
dollar dollars (elephant)? : elephants
dollar dollars (eye)? : eyes
dollar dollars (finger)? : fingers
dollar dollars (goat)? : goats
dollar dollars (hand)? : hands
dollar dollars (horse)? : horses
dollar dollars (lion)? : lions
dollar dollars (machine)? : machines
dollar dollars (monkey)? : monkeys
dollar dollars (mouse)? : mice
dollar dollars (onion)? : onions
dollar dollars (pear)? : pears
dollar dollars (pig)? : pigs
dollar dollars (road)? : roads
dollar dollars (snake)? : snakes
dollar dollars (banana)? : bananas
dollar dollars (bird)? : birds
dollar dollars (bottle)? : bottles
dollar dollars (building)? : buildings
dollar dollars (car)? : cars
dollar dollars (cat)? : cats
dollar dollars (cloud)? : clouds
dollar dollars (color)? : colors
dollar dollars (cow)? : cows
dollar dollars (dog)? : dogs
donkey donkeys (dream)? : dreams
donkey donkeys (elephant)? : elephants
donkey donkeys (eye)? : eyes
donkey donkeys (finger)? : fingers
donkey donkeys (goat)? : goats
donkey donkeys (hand)? : hands
donkey donkeys (horse)? : horses
donkey donkeys (lion)? : lions
donkey donkeys (machine)? : machines
donkey donkeys (mouse)? : mice
donkey donkeys (onion)? : onions
donkey donkeys (pear)? : pears
donkey donkeys (pig)? : pigs
donkey donkeys (road)? : roads
donkey donkeys (snake)? : snakes
donkey donkeys (banana)? : bananas
donkey donkeys (bird)? : birds
donkey donkeys (bottle)? : bottles
donkey donkeys (building)? : buildings
donkey donkeys (car)? : cars
donkey donkeys (cat)? : cats
donkey donkeys (cloud)? : clouds
donkey donkeys (color)? : colors
donkey donkeys (cow)? : cows
donkey donkeys (dog)? : dogs
donkey donkeys (dollar)? : dollars
dream dreams (elephant)? : elephants
dream dreams (eye)? : eyes
dream dreams (finger)? : fingers
dream dreams (goat)? : goats
dream dreams (hand)? : hands
dream dreams (horse)? : horses
dream dreams (lion)? : lions
dream dreams (machine)? : machines
dream dreams (monkey)? : monkeys
dream dreams (mouse)? : mice
dream dreams (onion)? : onions
dream dreams (pear)? : pears
dream dreams (pig)? : pigs
dream dreams (road)? : roads
dream dreams (snake)? : snakes
dream dreams (banana)? : bananas
dream dreams (bird)? : birds
dream dreams (bottle)? : bottles
dream dreams (building)? : buildings
dream dreams (car)? : cars
dream dreams (cat)? : cats
dream dreams (child)? : children
dream dreams (cloud)? : clouds
dream dreams (color)? : colors
dream dreams (computer)? : computers
dream dreams (cow)? : cows
dream dreams (dog)? : dogs
dream dreams (dollar)? : dollars
eagle eagles (elephant)? : elephants
eagle eagles (eye)? : eyes
eagle eagles (finger)? : fingers
eagle eagles (goat)? : goats
eagle eagles (hand)? : hands
eagle eagles (horse)? : horses
eagle eagles (lion)? : lions
eagle eagles (monkey)? : monkeys
eagle eagles (onion)? : onions
eagle eagles (pear)? : pears
eagle eagles (road)? : roads
eagle eagles (snake)? : snakes
eagle eagles (banana)? : bananas
eagle eagles (bird)? : birds
eagle eagles (bottle)? : bottles
eagle eagles (car)? : cars
eagle eagles (cat)? : cats
eagle eagles (child)? : children
eagle eagles (cloud)? : clouds
eagle eagles (color)? : colors
eagle eagles (cow)? : cows
eagle eagles (dollar)? : dollars
eagle eagles (dream)? : dreams
elephant elephants (eye)? : eyes
elephant elephants (finger)? : fingers
elephant elephants (goat)? : goats
elephant elephants (hand)? : hands
elephant elephants (horse)? : horses
elephant elephants (lion)? : lions
elephant elephants (machine)? : machines
elephant elephants (monkey)? : monkeys
elephant elephants (mouse)? : mice
elephant elephants (onion)? : onions
elephant elephants (pear)? : pears
elephant elephants (pig)? : pigs
elephant elephants (road)? : roads
elephant elephants (snake)? : snakes
elephant elephants (banana)? : bananas
elephant elephants (bird)? : birds
elephant elephants (bottle)? : bottles
elephant elephants (building)? : buildings
elephant elephants (car)? : cars
elephant elephants (cat)? : cats
elephant elephants (cloud)? : clouds
elephant elephants (color)? : colors
elephant elephants (cow)? : cows
elephant elephants (dog)? : dogs
elephant elephants (dollar)? : dollars
elephant elephants (dream)? : dreams
eye eyes (finger)? : fingers
eye eyes (goat)? : goats
eye eyes (hand)? : hands
eye eyes (horse)? : horses
eye eyes (lion)? : lions
eye eyes (machine)? : machines
eye eyes (monkey)? : monkeys
eye eyes (mouse)? : mice
eye eyes (onion)? : onions
eye eyes (pear)? : pears
eye eyes (pig)? : pigs
eye eyes (rat)? : rats
eye eyes (road)? : roads
eye eyes (snake)? : snakes
eye eyes (banana)? : bananas
eye eyes (bird)? : birds
eye eyes (bottle)? : bottles
eye eyes (building)? : buildings
eye eyes (car)? : cars
eye eyes (cat)? : cats
eye eyes (child)? : children
eye eyes (color)? : colors
eye eyes (computer)? : computers
eye eyes (cow)? : cows
eye eyes (dog)? : dogs
eye eyes (dollar)? : dollars
eye eyes (dream)? : dreams
eye eyes (elephant)? : elephants
finger fingers (goat)? : goats
finger fingers (hand)? : hands
finger fingers (horse)? : horses
finger fingers (lion)? : lions
finger fingers (machine)? : machines
finger fingers (monkey)? : monkeys
finger fingers (mouse)? : mice
finger fingers (onion)? : onions
finger fingers (pear)? : pears
finger fingers (pig)? : pigs
finger fingers (rat)? : rats
finger fingers (road)? : roads
finger fingers (snake)? : snakes
finger fingers (banana)? : bananas
finger fingers (bird)? : birds
finger fingers (bottle)? : bottles
